datetime,portfolio_value,cash,return
2020-03-12 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-03-13 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-03-14 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-03-16 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-03-17 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-03-18 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-03-19 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-03-20 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-03-21 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-03-23 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-03-24 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-03-25 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-03-26 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-03-27 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-03-28 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-03-30 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-03-31 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-01 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-02 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-03 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-04 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-06 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-07 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-08 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-09 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-10 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-13 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-14 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-15 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-16 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-17 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-18 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-20 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-21 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-22 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-23 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-24 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-25 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-27 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-28 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-29 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-04-30 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-01 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-02 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-04 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-05 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-06 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-07 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-08 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-09 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-11 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-12 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-13 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-14 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-15 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-16 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-18 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-19 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-20 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-21 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-22 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-23 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-26 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-27 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-28 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-29 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-05-30 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-06-01 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-06-02 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-06-03 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-06-04 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-06-05 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-06-06 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-06-08 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-06-09 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-06-10 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-06-11 09:30:00-04:00,110000.66775512695,110000.66775512695,0.0
2020-06-12 09:30:00-04:00,110000.66775512695,54989.998947143555,0.0
2020-06-13 09:30:00-04:00,107250.13431472778,107250.13431472778,-0.025004697667128206
2020-06-15 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-06-16 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-06-17 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-06-18 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-06-19 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-06-20 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-06-22 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-06-23 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-06-24 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-06-25 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-06-26 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-06-27 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-06-29 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-06-30 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-01 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-02 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-03 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-06 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-07 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-08 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-09 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-10 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-11 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-13 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-14 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-15 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-16 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-17 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-18 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-20 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-21 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-22 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-23 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-24 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-25 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-27 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-28 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-29 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-30 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-07-31 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-01 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-03 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-04 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-05 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-06 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-07 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-08 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-10 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-11 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-12 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-13 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-14 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-15 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-17 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-18 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-19 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-20 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-21 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-22 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-24 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-25 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-26 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-27 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-28 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-29 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-08-31 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-01 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-02 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-03 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-04 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-05 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-08 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-09 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-10 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-11 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-12 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-14 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-15 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-16 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-17 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-18 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-19 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-21 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-22 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-23 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-24 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-25 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-26 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-28 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-29 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-09-30 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-10-01 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-10-02 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-10-03 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-10-05 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-10-06 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-10-07 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-10-08 09:30:00-04:00,107250.13431472778,107250.13431472778,0.0
2020-10-09 09:30:00-04:00,107250.13431472778,53627.26227493286,0.0
2020-10-10 09:30:00-04:00,107250.13431472778,53627.26227493286,0.0
2020-10-12 09:30:00-04:00,108898.23160476684,53627.26227493286,0.01536685525449033
2020-10-13 09:30:00-04:00,109699.8354560852,53627.26227493286,0.007361036442057989
2020-10-14 09:30:00-04:00,109765.90863723755,53627.26227493286,0.0006023088446545088
2020-10-15 09:30:00-04:00,110280.78067703247,53627.26227493286,0.004690637067438663
2020-10-16 09:30:00-04:00,110280.78067703247,53627.26227493286,0.0
2020-10-17 09:30:00-04:00,110280.78067703247,53627.26227493286,0.0
2020-10-19 09:30:00-04:00,107452.09751052856,53627.26227493286,-0.025649829001373914
2020-10-20 09:30:00-04:00,106323.85999221801,53627.26227493286,-0.010499911536859474
2020-10-21 09:30:00-04:00,108719.95728225708,53627.26227493286,0.022535838053795665
2020-10-22 09:30:00-04:00,106216.64658279419,53627.26227493286,-0.023025309814681316
2020-10-23 09:30:00-04:00,104568.99071273804,104568.99071273804,-0.015512218875897377
2020-10-24 09:30:00-04:00,104568.99071273804,104568.99071273804,0.0
2020-10-26 09:30:00-04:00,104568.99071273804,104568.99071273804,0.0
2020-10-27 09:30:00-04:00,104568.99071273804,104568.99071273804,0.0
2020-10-28 09:30:00-04:00,104568.99071273804,104568.99071273804,0.0
2020-10-29 09:30:00-04:00,104568.99071273804,104568.99071273804,0.0
2020-10-30 09:30:00-04:00,104568.99071273804,104568.99071273804,0.0
2020-10-31 09:30:00-04:00,104568.99071273804,104568.99071273804,0.0
2020-11-02 09:30:00-05:00,104568.99071273804,104568.99071273804,0.0
2020-11-03 09:30:00-05:00,104568.99071273804,104568.99071273804,0.0
2020-11-04 09:30:00-05:00,104568.99071273804,104568.99071273804,0.0
2020-11-05 09:30:00-05:00,104568.99071273804,104568.99071273804,0.0
2020-11-06 09:30:00-05:00,104568.99071273804,104568.99071273804,0.0
2020-11-07 09:30:00-05:00,104568.99071273804,104568.99071273804,0.0
2020-11-09 09:30:00-05:00,104568.99071273804,104568.99071273804,0.0
2020-11-10 09:30:00-05:00,104568.99071273804,104568.99071273804,0.0
2020-11-11 09:30:00-05:00,104568.99071273804,104568.99071273804,0.0
2020-11-12 09:30:00-05:00,104568.99071273804,104568.99071273804,0.0
2020-11-13 09:30:00-05:00,104039.78725204468,52272.68840560914,-0.005060806813629304
2020-11-14 09:30:00-05:00,104039.78725204468,52272.68840560914,0.0
2020-11-16 09:30:00-05:00,103797.86748275757,52272.68840560914,-0.002325262052882082
2020-11-17 09:30:00-05:00,110254.10817489625,52272.68840560914,0.062200128468064664
2020-11-18 09:30:00-05:00,108764.78725204468,52272.68840560914,-0.013508076456335338
2020-11-19 09:30:00-05:00,114264.68840560914,52272.68840560914,0.05056692788649819
2020-11-20 09:30:00-05:00,115028.25117416383,115028.25117416383,0.006682403629757028
2020-11-21 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-11-23 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-11-24 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-11-25 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-11-26 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-11-27 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-11-28 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-11-30 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-01 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-02 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-03 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-04 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-05 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-07 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-08 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-09 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-10 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-11 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-12 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-14 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-15 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-16 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-17 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-18 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-19 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-21 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-22 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-23 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-24 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-25 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-28 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-29 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-30 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2020-12-31 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2021-01-01 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2021-01-04 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2021-01-05 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2021-01-06 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2021-01-07 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2021-01-08 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2021-01-09 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2021-01-11 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2021-01-12 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2021-01-13 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2021-01-14 09:30:00-05:00,115028.25117416383,115028.25117416383,0.0
2021-01-15 09:30:00-05:00,115616.60017318727,57396.60017318727,0.005114821733076758
2021-01-16 09:30:00-05:00,115616.60017318727,57396.60017318727,0.0
2021-01-19 09:30:00-05:00,114646.2660057068,57396.60017318727,-0.008392688991260444
2021-01-20 09:30:00-05:00,116077.16825790406,57396.60017318727,0.012481019243365754
2021-01-21 09:30:00-05:00,115821.60017318727,57396.60017318727,-0.0022017084716347
2021-01-22 09:30:00-05:00,114407.78333969117,57396.60017318727,-0.01220684942516792
2021-01-23 09:30:00-05:00,114407.78333969117,57396.60017318727,0.0
2021-01-25 09:30:00-05:00,115821.60017318727,57396.60017318727,0.01235769798369657
2021-01-26 09:30:00-05:00,118307.56925888063,57396.60017318727,0.021463777758001124
2021-01-27 09:30:00-05:00,116870.5172569275,57396.60017318727,-0.012146746070055503
2021-01-28 09:30:00-05:00,113429.93559188844,57396.60017318727,-0.0294392610368559
2021-01-29 09:30:00-05:00,112496.66648788453,83446.66755599977,-0.008227714307814882
2021-01-30 09:30:00-05:00,112496.66648788453,83446.66755599977,0.0
2021-02-01 09:30:00-05:00,111946.8167869568,83446.66755599977,-0.004887697725576179
2021-02-02 09:30:00-05:00,113010.46729965211,83446.66755599977,0.009501391314408858
2021-02-03 09:30:00-05:00,114142.36717147828,83446.66755599977,0.010015885243841005
2021-02-04 09:30:00-05:00,113371.66755599977,83446.66755599977,-0.0067520906967057925
2021-02-05 09:30:00-05:00,113021.66648788453,83446.66755599977,-0.003087200494271247
2021-02-06 09:30:00-05:00,113021.66648788453,83446.66755599977,0.0
2021-02-08 09:30:00-05:00,113885.1190940857,83446.66755599977,0.007639708677395385
2021-02-09 09:30:00-05:00,113375.86845321656,83446.66755599977,-0.004471617055152088
2021-02-10 09:30:00-05:00,112974.06593246461,83446.66755599977,-0.003543986266510979
2021-02-11 09:30:00-05:00,111882.06657333375,83446.66755599977,-0.009665929522122862
2021-02-12 09:30:00-05:00,111490.76789779664,83446.66755599977,-0.0034974208782658778
2021-02-13 09:30:00-05:00,111490.76789779664,83446.66755599977,0.0
2021-02-16 09:30:00-05:00,112076.66648788453,83446.66755599977,0.0052551309954649295
2021-02-17 09:30:00-05:00,110714.8163597107,83446.66755599977,-0.012151058474968557
2021-02-18 09:30:00-05:00,110711.66857070924,110711.66857070924,-2.843150632381164e-05
2021-02-19 09:30:00-05:00,110711.66857070924,110711.66857070924,0.0
2021-02-20 09:30:00-05:00,110711.66857070924,110711.66857070924,0.0
2021-02-22 09:30:00-05:00,110711.66857070924,110711.66857070924,0.0
2021-02-23 09:30:00-05:00,110711.66857070924,110711.66857070924,0.0
2021-02-24 09:30:00-05:00,110711.66857070924,110711.66857070924,0.0
2021-02-25 09:30:00-05:00,110711.66857070924,110711.66857070924,0.0
2021-02-26 09:30:00-05:00,110711.66857070924,110711.66857070924,0.0
2021-02-27 09:30:00-05:00,110711.66857070924,110711.66857070924,0.0
2021-03-01 09:30:00-05:00,110711.66857070924,110711.66857070924,0.0
2021-03-02 09:30:00-05:00,110711.66857070924,110711.66857070924,0.0
2021-03-03 09:30:00-05:00,110711.66857070924,110711.66857070924,0.0
2021-03-04 09:30:00-05:00,110711.66857070924,110711.66857070924,0.0
2021-03-05 09:30:00-05:00,110711.66857070924,110711.66857070924,0.0
2021-03-06 09:30:00-05:00,110711.66857070924,110711.66857070924,0.0
2021-03-08 09:30:00-05:00,110711.66857070924,110711.66857070924,0.0
2021-03-09 09:30:00-05:00,110711.66857070924,110711.66857070924,0.0
2021-03-10 09:30:00-05:00,110711.66857070924,110711.66857070924,0.0
2021-03-11 09:30:00-05:00,110640.56784744264,55387.96832962037,-0.000642215262262047
2021-03-12 09:30:00-05:00,108317.96712417604,55387.96832962037,-0.020992306605558397
2021-03-13 09:30:00-05:00,108317.96712417604,55387.96832962037,0.0
2021-03-15 09:30:00-04:00,110952.61760635377,55387.96832962037,0.024323300668644965
2021-03-16 09:30:00-04:00,107280.69794387819,55387.96832962037,-0.03309448430953743
2021-03-17 09:30:00-04:00,107280.69794387819,107280.69794387819,0.0
2021-03-18 09:30:00-04:00,107280.69794387819,107280.69794387819,0.0
2021-03-19 09:30:00-04:00,107280.69794387819,107280.69794387819,0.0
2021-03-20 09:30:00-04:00,107280.69794387819,107280.69794387819,0.0
2021-03-22 09:30:00-04:00,107280.69794387819,107280.69794387819,0.0
2021-03-23 09:30:00-04:00,107280.69794387819,107280.69794387819,0.0
2021-03-24 09:30:00-04:00,107280.69794387819,107280.69794387819,0.0
