2024-01-21 20:45:35,356: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-01-21 20:45:38,207: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-01-21 20:45:38,208: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-01-21 20:45:38,210: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-01-21 20:45:38,210: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-01-21 20:45:38,212: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-21 20:45:38[0m
2024-01-21 20:45:38,212: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 20:45:38,224: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 20:45:42,655: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-01-21 20:45:42,669: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-21 20:45:42[0m
2024-01-21 20:45:42,670: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 20:45:42,670: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 20:45:42,674: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 20:45:42,677: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-21 20:45:42,677: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-21 20:45:42,678: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-01-21 20:45:42,678: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-01-21 20:45:42,693: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-21 20:45:42,698: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-01-21 20:45:42,699: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-01-21 20:45:42,707: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-01-21 20:45:42,707: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 20:45:42,708: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 20:45:42,711: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 20:45:42,717: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 20:45:42,719: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 20:45:42,725: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 20:45:42,731: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 20:45:42,731: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
