2024-01-21 19:47:20,875: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-01-21 19:47:22,086: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-01-21 19:47:22,088: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-01-21 19:47:22,089: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-01-21 19:47:22,089: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-01-21 19:47:22,094: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-21 19:47:22[0m
2024-01-21 19:47:22,097: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,108: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,617: root: INFO: [32mNew market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.[0m
2024-01-21 19:47:22,632: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-21 19:47:22[0m
2024-01-21 19:47:22,633: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 19:47:22,633: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,636: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,638: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-21 19:47:22,639: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-01-21 19:47:22,640: root: INFO: [32mFilled Transaction: buy 106.0 of SPY at 469.48999023 USD per share[0m
2024-01-21 19:47:22,640: root: INFO: market order of | 106.0 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-01-21 19:47:22,656: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-21 19:47:22,660: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-01-21 19:47:22,661: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-01-21 19:47:22,667: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-01-21 19:47:22,668: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 19:47:22,668: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,669: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,671: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 19:47:22,671: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,673: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,676: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 19:47:22,676: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,679: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,680: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 19:47:22,680: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,682: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,687: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-21 19:47:22,689: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 19:47:22,689: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,691: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,692: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 19:47:22,692: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,694: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,697: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-01-21 19:47:22,697: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-01-21 19:47:22,697: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 19:47:22,698: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,698: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,699: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 19:47:22,699: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,700: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,703: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-01-21 19:47:22,704: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,705: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,707: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-01-21 19:47:22,707: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 19:47:22,707: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,708: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,709: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 19:47:22,709: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,710: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,712: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-01-21 19:47:22,713: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-01-21 19:47:22,715: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-21 19:47:22[0m
2024-01-21 19:47:22,716: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,717: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,717: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-21 19:47:22[0m
2024-01-21 19:47:22,717: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 19:47:22,717: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,718: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,718: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 19:47:22,718: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,718: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,719: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-21 19:47:22,721: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-01-21 19:47:22,721: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-01-21 19:47:22,723: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-21 19:47:22[0m
2024-01-21 19:47:22,724: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,725: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,725: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-21 19:47:22[0m
2024-01-21 19:47:22,726: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 19:47:22,726: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,726: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,727: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 19:47:22,727: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,727: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,731: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-01-21 19:47:22,734: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-01-21 19:47:22,735: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-01-21 19:47:22,741: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-01-21 19:47:22[0m
2024-01-21 19:47:22,742: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,748: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,749: root: INFO: [34mMLTrader : Trading iteration ended at 2024-01-21 19:47:22[0m
2024-01-21 19:47:22,749: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 19:47:22,749: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,753: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,754: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-01-21 19:47:22,755: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,758: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-01-21 19:47:22,761: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
