datetime,portfolio_value,cash,return
2023-12-15 09:30:00-05:00,100000.0,100000.0,
2023-12-16 09:30:00-05:00,100000.0,-1.367919921875,0.0
2023-12-18 09:30:00-05:00,100723.35242016602,404.610080078125,0.007233524201660124
2023-12-19 09:30:00-05:00,101053.49982006836,404.610080078125,0.003277764212266776
2023-12-20 09:30:00-05:00,101358.08826000977,404.610080078125,0.003014130539602755
2023-12-21 09:30:00-05:00,100797.8972199707,404.610080078125,-0.005526850887341395
2023-12-22 09:30:00-05:00,101336.78695996094,404.610080078125,0.0053462399003643135
2023-12-23 09:30:00-05:00,101336.78695996094,404.610080078125,0.0
2023-12-26 09:30:00-05:00,101381.52164013672,404.610080078125,0.000441445614349778
2023-12-27 09:30:00-05:00,101673.33060009766,404.610080078125,0.0028783249179937798
2023-12-28 09:30:00-05:00,101980.05112011719,404.610080078125,0.0030167254107758
2023-12-29 09:30:00-05:00,101896.978,404.610080078125,-0.0008146016716479298
2023-12-30 09:30:00-05:00,101896.978,404.610080078125,0.0
